,dept,title,url,button,i_want_to,nav,num_email_addresses,email_addresses,pdf_count,pdf_urls,ext_link_count,ext_links,outside_domain,description_words
41,,ities to Climate Change: Indigenous Populations | Climate Change Impacts | US EP,http://climatechange.cityofchicago.org/climate-impacts/communicating-vulnerabilities-climate-change-indigenous-populations,False,False,False,1,mailto:climatehealth@epa.gov,4,http://climatechange.cityofchicago.org/sites/production/files/2016-06/documents/indigenous-health-climate-change.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-06/documents/indigenous-health-climate-change.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-10/documents/indigenous-health-climate-change-sp.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-10/documents/indigenouss-health-climate-change-print-version.pdf,18,http://climatechange.cityofchicago.org/; http://climatechange.cityofchicago.org/sites/production/files/2016-06/documents/indigenous-health-climate-change.pdf; https://health2016.globalchange.gov/; http://climatechange.cityofchicago.org/climate-impacts/climate-change-health-and-populations-concern; http://climatechange.cityofchicago.org/sites/production/files/2016-11/indigenous_communications_materials.docx; http://climatechange.cityofchicago.org/sites/production/files/2016-10/indigenous-climate-health-impacts.pptx; http://climatechange.cityofchicago.org/sites/production/files/2016-10/indigenous_1024x512.jpg; http://climatechange.cityofchicago.org/sites/production/files/styles/large/public/2016-10/indigenous_1200x630.jpg; http://climatechange.cityofchicago.org/sites/production/files/2016-10/indigenous_550x375.jpg; http://climatechange.cityofchicago.org/climate-impacts/climate-change-health-and-populations-concern; http://climatechange.cityofchicago.org/sites/production/files/2016-06/documents/indigenous-health-climate-change.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-10/documents/indigenous-health-climate-change-sp.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-10/documents/indigenouss-health-climate-change-print-version.pdf; http://climatechange.cityofchicago.org/climatechange; http://climatechange.cityofchicago.org/climate-impacts; http://climatechange.cityofchicago.org/climate-impacts/climate-change-impacts-region; http://climatechange.cityofchicago.org/climate-impacts/climate-change-impacts-sector; http://climatechange.cityofchicago.org/climate-impacts/climate-change-impacts-state,climatechange.cityofchicago.org; health2016.globalchange.gov,No text found
42,,ities to Climate Change: Occupational Groups | Climate Change Impacts | US EP,http://climatechange.cityofchicago.org/climate-impacts/communicating-vulnerabilities-climate-change-occupational-groups,False,False,False,1,mailto:climatehealth@epa.gov,4,http://climatechange.cityofchicago.org/sites/production/files/2016-06/documents/occupational-health-climate-change.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-06/documents/occupational-health-climate-change.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-10/documents/occupational-health-climate-change-sp.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-10/documents/occupational-health-climate-change-print-version.pdf,18,http://climatechange.cityofchicago.org/; http://climatechange.cityofchicago.org/sites/production/files/2016-06/documents/occupational-health-climate-change.pdf; https://health2016.globalchange.gov/; http://climatechange.cityofchicago.org/climate-impacts/climate-change-health-and-populations-concern; http://climatechange.cityofchicago.org/sites/production/files/2016-11/occupational_communications_materials.docx; http://climatechange.cityofchicago.org/sites/production/files/2016-10/occupational-climate-health-impacts.pptx; http://climatechange.cityofchicago.org/sites/production/files/2016-10/occupational_550x375.jpg; http://climatechange.cityofchicago.org/sites/production/files/styles/large/public/2016-10/occupational_1024x512.jpg; http://climatechange.cityofchicago.org/sites/production/files/2016-10/occupational_1200x630.jpg; http://climatechange.cityofchicago.org/climate-impacts/climate-change-health-and-populations-concern; http://climatechange.cityofchicago.org/sites/production/files/2016-06/documents/occupational-health-climate-change.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-10/documents/occupational-health-climate-change-sp.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-10/documents/occupational-health-climate-change-print-version.pdf; http://climatechange.cityofchicago.org/climatechange; http://climatechange.cityofchicago.org/climate-impacts; http://climatechange.cityofchicago.org/climate-impacts/climate-change-impacts-region; http://climatechange.cityofchicago.org/climate-impacts/climate-change-impacts-sector; http://climatechange.cityofchicago.org/climate-impacts/climate-change-impacts-state,climatechange.cityofchicago.org; health2016.globalchange.gov,No text found
43,,ities to Climate Change: Older Adults | Climate Change Impacts | US EP,http://climatechange.cityofchicago.org/climate-impacts/communicating-vulnerabilities-climate-change-older-adults,False,False,False,1,mailto:climatehealth@epa.gov,5,http://climatechange.cityofchicago.org/sites/production/files/2016-06/documents/older-adults-health-climate-change.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-06/documents/older-adults-health-climate-change.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-10/documents/older-adults-health-climate-change-sp.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-10/documents/older-adults-health-climate-change-large-fonts.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-10/documents/older-adults-health-climate-change-print-version.pdf,19,http://climatechange.cityofchicago.org/; http://climatechange.cityofchicago.org/sites/production/files/2016-06/documents/older-adults-health-climate-change.pdf; https://health2016.globalchange.gov/; http://climatechange.cityofchicago.org/climate-impacts/climate-change-health-and-populations-concern; http://climatechange.cityofchicago.org/sites/production/files/2016-11/older_adults_communications_materials.docx; http://climatechange.cityofchicago.org/sites/production/files/2016-10/older_adults-climate-health-impacts.pptx; http://climatechange.cityofchicago.org/sites/production/files/2016-10/older-adults_1024x512.jpg; http://climatechange.cityofchicago.org/sites/production/files/styles/large/public/2016-10/older-adults_1200x630.jpg; http://climatechange.cityofchicago.org/sites/production/files/2016-10/older-adults_550x375.jpg; http://climatechange.cityofchicago.org/climate-impacts/climate-change-health-and-populations-concern; http://climatechange.cityofchicago.org/sites/production/files/2016-06/documents/older-adults-health-climate-change.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-10/documents/older-adults-health-climate-change-sp.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-10/documents/older-adults-health-climate-change-large-fonts.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-10/documents/older-adults-health-climate-change-print-version.pdf; http://climatechange.cityofchicago.org/climatechange; http://climatechange.cityofchicago.org/climate-impacts; http://climatechange.cityofchicago.org/climate-impacts/climate-change-impacts-region; http://climatechange.cityofchicago.org/climate-impacts/climate-change-impacts-sector; http://climatechange.cityofchicago.org/climate-impacts/climate-change-impacts-state,climatechange.cityofchicago.org; health2016.globalchange.gov,No text found
44,,ities to Climate Change: People with Disabilities | Climate Change Impacts | US EP,http://climatechange.cityofchicago.org/climate-impacts/communicating-vulnerabilities-climate-change-people-disabilities,False,False,False,1,mailto:climatehealth@epa.gov,5,http://climatechange.cityofchicago.org/sites/production/files/2016-06/documents/disabilities-health-climate-change.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-06/documents/disabilities-health-climate-change.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-10/documents/disabilities-health-climate-change-sp.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-10/documents/disabilities-health-climate-change-large-fonts.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-10/documents/disabilities-health-climate-change-print-version.pdf,19,http://climatechange.cityofchicago.org/; http://climatechange.cityofchicago.org/sites/production/files/2016-06/documents/disabilities-health-climate-change.pdf; https://health2016.globalchange.gov/; http://climatechange.cityofchicago.org/climate-impacts/climate-change-health-and-populations-concern; http://climatechange.cityofchicago.org/sites/production/files/2016-11/disabilities_communications_materials.docx; http://climatechange.cityofchicago.org/sites/production/files/2016-10/disabilities-climate-health-impacts_0.pptx; http://climatechange.cityofchicago.org/sites/production/files/2016-10/disabilities_550x375.jpg; http://climatechange.cityofchicago.org/sites/production/files/styles/large/public/2016-10/disabilities_1024x512.jpg; http://climatechange.cityofchicago.org/sites/production/files/2016-10/disabilites_1200x630.jpg; http://climatechange.cityofchicago.org/climate-impacts/climate-change-health-and-populations-concern; http://climatechange.cityofchicago.org/sites/production/files/2016-06/documents/disabilities-health-climate-change.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-10/documents/disabilities-health-climate-change-sp.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-10/documents/disabilities-health-climate-change-large-fonts.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-10/documents/disabilities-health-climate-change-print-version.pdf; http://climatechange.cityofchicago.org/climatechange; http://climatechange.cityofchicago.org/climate-impacts; http://climatechange.cityofchicago.org/climate-impacts/climate-change-impacts-region; http://climatechange.cityofchicago.org/climate-impacts/climate-change-impacts-sector; http://climatechange.cityofchicago.org/climate-impacts/climate-change-impacts-state,climatechange.cityofchicago.org; health2016.globalchange.gov,No text found
45,,ities to Climate Change: Existing Health Conditions | Climate Change Impacts | US EP,http://climatechange.cityofchicago.org/climate-impacts/communicating-vulnerabilities-climate-change-existing-health-conditions,False,False,False,1,mailto:climatehealth@epa.gov,4,http://climatechange.cityofchicago.org/sites/production/files/2016-06/documents/existing-conditions-health-climate-change.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-06/documents/existing-conditions-health-climate-change.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-10/documents/existing-conditions-health-climate-change-sp.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-10/documents/existing-conditions-health-climate-change-print-version.pdf,18,http://climatechange.cityofchicago.org/; http://climatechange.cityofchicago.org/sites/production/files/2016-06/documents/existing-conditions-health-climate-change.pdf; https://health2016.globalchange.gov/; http://climatechange.cityofchicago.org/climate-impacts/climate-change-health-and-populations-concern; http://climatechange.cityofchicago.org/sites/production/files/2016-11/preexisting_communications_materials.docx; http://climatechange.cityofchicago.org/sites/production/files/2016-10/preexisting-climate-health-impacts.pptx; http://climatechange.cityofchicago.org/sites/production/files/2016-10/pre-existing_550x375.jpg; http://climatechange.cityofchicago.org/sites/production/files/styles/large/public/2016-10/pre-existing_1024x512.jpg; http://climatechange.cityofchicago.org/sites/production/files/2016-10/pre-existing_1200x630.jpg; http://climatechange.cityofchicago.org/climate-impacts/climate-change-health-and-populations-concern; http://climatechange.cityofchicago.org/sites/production/files/2016-06/documents/existing-conditions-health-climate-change.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-10/documents/existing-conditions-health-climate-change-sp.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-10/documents/existing-conditions-health-climate-change-print-version.pdf; http://climatechange.cityofchicago.org/climatechange; http://climatechange.cityofchicago.org/climate-impacts; http://climatechange.cityofchicago.org/climate-impacts/climate-change-impacts-region; http://climatechange.cityofchicago.org/climate-impacts/climate-change-impacts-sector; http://climatechange.cityofchicago.org/climate-impacts/climate-change-impacts-state,climatechange.cityofchicago.org; health2016.globalchange.gov,No text found
46,,ities to Climate Change: Pregnant Women | Climate Change Impacts | US EP,http://climatechange.cityofchicago.org/climate-impacts/communicating-vulnerabilities-climate-change-pregnant-women,False,False,False,1,mailto:climatehealth@epa.gov,4,http://climatechange.cityofchicago.org/sites/production/files/2016-06/documents/pregnant-health-climate-change.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-06/documents/pregnant-health-climate-change.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-10/documents/pregnant-health-climate-change-sp.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-10/documents/pregnant-health-climate-change-print-version.pdf,18,http://climatechange.cityofchicago.org/; http://climatechange.cityofchicago.org/sites/production/files/2016-06/documents/pregnant-health-climate-change.pdf; https://health2016.globalchange.gov/; http://climatechange.cityofchicago.org/climate-impacts/climate-change-health-and-populations-concern; http://climatechange.cityofchicago.org/sites/production/files/2016-11/pregnant_women_communications_materials.docx; http://climatechange.cityofchicago.org/sites/production/files/2016-10/pregnant_women-climate-health-impacts.pptx; http://climatechange.cityofchicago.org/sites/production/files/2016-10/pregnant-women_1024x512.jpg; http://climatechange.cityofchicago.org/sites/production/files/styles/large/public/2016-10/pregnant-women_1200x630.jpg; http://climatechange.cityofchicago.org/sites/production/files/2016-10/pregnant-women_550x375.jpg; http://climatechange.cityofchicago.org/climate-impacts/climate-change-health-and-populations-concern; http://climatechange.cityofchicago.org/sites/production/files/2016-06/documents/pregnant-health-climate-change.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-10/documents/pregnant-health-climate-change-sp.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-10/documents/pregnant-health-climate-change-print-version.pdf; http://climatechange.cityofchicago.org/climatechange; http://climatechange.cityofchicago.org/climate-impacts; http://climatechange.cityofchicago.org/climate-impacts/climate-change-impacts-region; http://climatechange.cityofchicago.org/climate-impacts/climate-change-impacts-sector; http://climatechange.cityofchicago.org/climate-impacts/climate-change-impacts-state,climatechange.cityofchicago.org; health2016.globalchange.gov,No text found
47,, Health Risks in Your State - Documents | Climate Change Impacts | US EP,http://climatechange.cityofchicago.org/climate-impacts/climate-change-and-human-health-risks-your-state-documents,False,False,False,0,,53,http://climatechange.cityofchicago.org/sites/production/files/2016-11/documents/alabama-fact-sheet.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-11/documents/alaska-fact-sheet.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-11/documents/arizona-fact-sheet.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-11/documents/arkansas-fact-sheet.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-11/documents/california-fact-sheet.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-11/documents/colorado-fact-sheet.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-11/documents/connecticut-fact-sheet.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-11/documents/delaware-fact-sheet.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-11/documents/dc-fact-sheet.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-11/documents/florida-fact-sheet.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-11/documents/georgia-fact-sheet.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-11/documents/hawaii-fact-sheet.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-11/documents/idaho-fact-sheet.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-11/documents/illinois-fact-sheet.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-11/documents/indiana-fact-sheet.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-11/documents/iowa-fact-sheet.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-11/documents/kansas-fact-sheet.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-11/documents/kentucky-fact-sheet.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-11/documents/louisiana-fact-sheet.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-11/documents/maine-fact-sheet.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-11/documents/maryland-fact-sheet.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-11/documents/massachusetts-fact-sheet.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-11/documents/michigan-fact-sheet.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-11/documents/minnesota-fact-sheet.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-11/documents/mississippi-fact-sheet.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-11/documents/missouri-fact-sheet.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-11/documents/montana-fact-sheet.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-11/documents/nebraska-fact-sheet.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-11/documents/nevada-fact-sheet.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-11/documents/newhampshire-fact-sheet.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-11/documents/newjersey-fact-sheet.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-11/documents/newmexico-fact-sheet.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-11/documents/newyork-fact-sheet.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-11/documents/northcarolina-fact-sheet.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-11/documents/northdakota-fact-sheet.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-11/documents/ohio-fact-sheet.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-11/documents/oklahoma-fact-sheet.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-11/documents/oregon-fact-sheet.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-11/documents/pennsylvania-fact-sheet.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-11/documents/rhodeisland-fact-sheet.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-11/documents/southcarolina-fact-sheet.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-11/documents/southdakota-fact-sheet.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-11/documents/tennessee-fact-sheet.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-11/documents/texas-fact-sheet.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-11/documents/utah-fact-sheet.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-11/documents/vermont-fact-sheet.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-11/documents/virginia-fact-sheet.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-11/documents/washington-fact-sheet.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-11/documents/westvirginia-fact-sheet.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-11/documents/wisconsin-fact-sheet.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-11/documents/wyoming-fact-sheet.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-11/documents/puertorico-fact-sheet.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-11/documents/virginislands-fact-sheet.pdf,63,http://climatechange.cityofchicago.org/; https://health2016.globalchange.gov; https://nca2014.globalchange.gov; http://climatechange.cityofchicago.org/climate-impacts/climate-change-and-human-health-risks-your-state; http://climatechange.cityofchicago.org/climate-impacts/climate-change-impacts-state; http://climatechange.cityofchicago.org/sites/production/files/2016-11/documents/alabama-fact-sheet.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-11/documents/alaska-fact-sheet.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-11/documents/arizona-fact-sheet.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-11/documents/arkansas-fact-sheet.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-11/documents/california-fact-sheet.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-11/documents/colorado-fact-sheet.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-11/documents/connecticut-fact-sheet.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-11/documents/delaware-fact-sheet.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-11/documents/dc-fact-sheet.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-11/documents/florida-fact-sheet.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-11/documents/georgia-fact-sheet.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-11/documents/hawaii-fact-sheet.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-11/documents/idaho-fact-sheet.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-11/documents/illinois-fact-sheet.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-11/documents/indiana-fact-sheet.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-11/documents/iowa-fact-sheet.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-11/documents/kansas-fact-sheet.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-11/documents/kentucky-fact-sheet.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-11/documents/louisiana-fact-sheet.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-11/documents/maine-fact-sheet.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-11/documents/maryland-fact-sheet.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-11/documents/massachusetts-fact-sheet.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-11/documents/michigan-fact-sheet.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-11/documents/minnesota-fact-sheet.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-11/documents/mississippi-fact-sheet.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-11/documents/missouri-fact-sheet.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-11/documents/montana-fact-sheet.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-11/documents/nebraska-fact-sheet.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-11/documents/nevada-fact-sheet.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-11/documents/newhampshire-fact-sheet.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-11/documents/newjersey-fact-sheet.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-11/documents/newmexico-fact-sheet.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-11/documents/newyork-fact-sheet.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-11/documents/northcarolina-fact-sheet.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-11/documents/northdakota-fact-sheet.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-11/documents/ohio-fact-sheet.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-11/documents/oklahoma-fact-sheet.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-11/documents/oregon-fact-sheet.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-11/documents/pennsylvania-fact-sheet.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-11/documents/rhodeisland-fact-sheet.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-11/documents/southcarolina-fact-sheet.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-11/documents/southdakota-fact-sheet.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-11/documents/tennessee-fact-sheet.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-11/documents/texas-fact-sheet.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-11/documents/utah-fact-sheet.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-11/documents/vermont-fact-sheet.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-11/documents/virginia-fact-sheet.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-11/documents/washington-fact-sheet.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-11/documents/westvirginia-fact-sheet.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-11/documents/wisconsin-fact-sheet.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-11/documents/wyoming-fact-sheet.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-11/documents/puertorico-fact-sheet.pdf; http://climatechange.cityofchicago.org/sites/production/files/2016-11/documents/virginislands-fact-sheet.pdf; http://climatechange.cityofchicago.org/climatechange; http://climatechange.cityofchicago.org/climate-impacts; http://climatechange.cityofchicago.org/climate-impacts/climate-change-impacts-region; http://climatechange.cityofchicago.org/climate-impacts/climate-change-impacts-sector; http://climatechange.cityofchicago.org/climate-impacts/climate-change-impacts-state,climatechange.cityofchicago.org; health2016.globalchange.gov; nca2014.globalchange.gov,No text found
48,,dataset withÂ Family and Support Services Delegate Agencie,http://dev.cityofchicago.org/open%20data/data%20portal/2015/10/07/replacing-youth-centers-dataset-with-family-and.html,False,False,False,1,mailto:developers@cityofchicago.org,0,,25,http://www.transitchicago.com/developers/; http://api1.chicagopolice.org/clearpath/; https://www.divvybikes.com/system-data; http://www.transitchicago.com/developers/gtfs.aspx; https://chicagohealth.herokuapp.com/apidoc; http://opengrid.readthedocs.io; http://plenar.io/; https://data.cityofchicago.org; https://dev.socrata.com; https://www.github.com/Chicago; https://data.cityofchicago.org/d/jmw7-ijg5; https://data.cityofchicago.org/d/meks-hp6f; https://creativecommons.org/licenses/by/4.0/; https://github.com/Chicago/dev.cityofchicago.org/blob/master/NOTICE.md; http://www.transitchicago.com/developers/; http://api1.chicagopolice.org/clearpath/; https://www.divvybikes.com/system-data; http://www.transitchicago.com/developers/gtfs.aspx; https://chicagohealth.herokuapp.com/apidoc; http://opengrid.readthedocs.io; http://plenar.io/; https://data.cityofchicago.org; https://dev.socrata.com; https://www.twitter.com/ChicagoCDO; https://www.github.com/Chicago,chicagohealth.herokuapp.com; api1.chicagopolice.org; twitter.com; plenar.io; opengrid.readthedocs.io; dev.socrata.com; github.com; creativecommons.org; divvybikes.com; data.cityofchicago.org; transitchicago.com,No text found
49,,g - 10/5/201,http://dev.cityofchicago.org/open%20data/data%20portal/2015/10/05/datasets-are-not-updating-1052015.html,False,False,False,1,mailto:developers@cityofchicago.org,0,,23,http://www.transitchicago.com/developers/; http://api1.chicagopolice.org/clearpath/; https://www.divvybikes.com/system-data; http://www.transitchicago.com/developers/gtfs.aspx; https://chicagohealth.herokuapp.com/apidoc; http://opengrid.readthedocs.io; http://plenar.io/; https://data.cityofchicago.org; https://dev.socrata.com; https://www.github.com/Chicago; https://creativecommons.org/licenses/by/4.0/; https://github.com/Chicago/dev.cityofchicago.org/blob/master/NOTICE.md; http://www.transitchicago.com/developers/; http://api1.chicagopolice.org/clearpath/; https://www.divvybikes.com/system-data; http://www.transitchicago.com/developers/gtfs.aspx; https://chicagohealth.herokuapp.com/apidoc; http://opengrid.readthedocs.io; http://plenar.io/; https://data.cityofchicago.org; https://dev.socrata.com; https://www.twitter.com/ChicagoCDO; https://www.github.com/Chicago,chicagohealth.herokuapp.com; api1.chicagopolice.org; twitter.com; plenar.io; opengrid.readthedocs.io; dev.socrata.com; github.com; creativecommons.org; divvybikes.com; data.cityofchicago.org; transitchicago.com,No text found
50,,in Contracts datase,http://dev.cityofchicago.org/open%20data/data%20portal/2015/09/14/link-to-pdf-of-contract-in-contracts-dataset.html,False,False,False,1,mailto:developers@cityofchicago.org,0,,24,http://www.transitchicago.com/developers/; http://api1.chicagopolice.org/clearpath/; https://www.divvybikes.com/system-data; http://www.transitchicago.com/developers/gtfs.aspx; https://chicagohealth.herokuapp.com/apidoc; http://opengrid.readthedocs.io; http://plenar.io/; https://data.cityofchicago.org; https://dev.socrata.com; https://www.github.com/Chicago; https://data.cityofchicago.org/d/rsxa-ify5; https://creativecommons.org/licenses/by/4.0/; https://github.com/Chicago/dev.cityofchicago.org/blob/master/NOTICE.md; http://www.transitchicago.com/developers/; http://api1.chicagopolice.org/clearpath/; https://www.divvybikes.com/system-data; http://www.transitchicago.com/developers/gtfs.aspx; https://chicagohealth.herokuapp.com/apidoc; http://opengrid.readthedocs.io; http://plenar.io/; https://data.cityofchicago.org; https://dev.socrata.com; https://www.twitter.com/ChicagoCDO; https://www.github.com/Chicago,chicagohealth.herokuapp.com; api1.chicagopolice.org; twitter.com; plenar.io; opengrid.readthedocs.io; dev.socrata.com; github.com; creativecommons.org; divvybikes.com; data.cityofchicago.org; transitchicago.com,No text found
