,0,1
0,30,http://m.cityofchicago.org/plowtracker/
1,34,http://cityofchicago.org/retirementsecurity
2,36,https://www.cityofchicago.org/content/city/en/depts/cdph/provdrs/health_services/svcs/register_for_freestihivaidsonlinecourses.html
3,38,http://climatechange.cityofchicago.org/home/grants-and-other-funding-opportunities
4,38,http://climatechange.cityofchicago.org/home/privacy-and-security-notice
5,38,http://climatechange.cityofchicago.org/home/forms/contact-us
6,38,http://climatechange.cityofchicago.org/home/epa-hotlines
7,38,http://climatechange.cityofchicago.org/home/frequent-questions-specific-epa-programstopics
8,38,http://climatechange.cityofchicago.org/home/exit-epa
9,47,http://climatechange.cityofchicago.org/home/pdf-files
10,47,http://dev.cityofchicago.org/open%20data/data%20portal/2016/02/04/docs/open311
11,47,http://dev.cityofchicago.org//open%20data/data%20portal/2016/02/04/crimes-2001-to-present-dataset-is-missing.html
12,47,http://dev.cityofchicago.org/open%20data/data%20portal/2016/01/07/docs/open311
13,47,http://dev.cityofchicago.org//open%20data/data%20portal/2016/01/07/datasets-are-not-updating-172016.html
14,47,http://dev.cityofchicago.org/open%20data/data%20portal/2015/12/19/docs/open311
15,47,http://dev.cityofchicago.org//open%20data/data%20portal/2015/12/19/changes-to-restricted-flavored-tobacco-product.html
16,47,http://dev.cityofchicago.org/open%20data/data%20portal/2015/12/09/docs/open311
17,47,http://dev.cityofchicago.org//open%20data/data%20portal/2015/12/09/correcting-field-name-in-police-department-foia.html
18,47,http://dev.cityofchicago.org/open%20data/data%20portal/2015/12/07/docs/open311
19,47,http://dev.cityofchicago.org//open%20data/data%20portal/2015/12/07/public-chauffeurs-dataset-is-not-updating.html
20,47,http://dev.cityofchicago.org/open%20data/data%20portal/2015/11/17/docs/open311
21,47,http://dev.cityofchicago.org//open%20data/data%20portal/2015/11/17/building-violations-dataset-is-not-updating.html
22,47,http://dev.cityofchicago.org/open%20data/data%20portal/2015/11/11/docs/open311
23,47,http://dev.cityofchicago.org//open%20data/data%20portal/2015/11/11/new-department-of-transportation-permits-dataset.html
24,47,http://dev.cityofchicago.org/open%20data/data%20portal/2015/11/09/docs/open311
25,47,http://dev.cityofchicago.org//open%20data/data%20portal/2015/11/09/changes-to-roadway-construction-moratoriums.html
26,47,http://dev.cityofchicago.org/open%20data/data%20portal/2015/11/03/docs/open311
27,47,http://dev.cityofchicago.org//open%20data/data%20portal/2015/11/03/towed-vehicles-dataset-is-not-updating-1132015.html
28,47,http://dev.cityofchicago.org/open%20data/data%20portal/2015/10/17/docs/open311
29,47,http://dev.cityofchicago.org//open%20data/data%20portal/2015/10/17/expanded-alternative-fuel-locations.html
30,47,http://dev.cityofchicago.org/blog/page5/docs/open311
31,65,http://dev.cityofchicago.org/open%20data/data%20portal/2015/10/07/docs/open311
32,65,http://dev.cityofchicago.org//open%20data/data%20portal/2015/10/07/replacing-youth-centers-dataset-with-family-and.html
33,65,http://dev.cityofchicago.org/open%20data/data%20portal/2015/10/05/docs/open311
34,65,http://dev.cityofchicago.org//open%20data/data%20portal/2015/10/05/datasets-are-not-updating-1052015.html
35,65,http://dev.cityofchicago.org/open%20data/data%20portal/2015/09/14/docs/open311
36,65,http://dev.cityofchicago.org//open%20data/data%20portal/2015/09/14/link-to-pdf-of-contract-in-contracts-dataset.html
37,65,http://dev.cityofchicago.org/open%20data/data%20portal/2015/07/30/docs/open311
38,65,http://dev.cityofchicago.org//open%20data/data%20portal/2015/07/30/missing-time-slices-in-beach-automated-sensor.html
39,65,http://dev.cityofchicago.org/open%20data/data%20portal/2015/07/24/docs/open311
40,65,http://dev.cityofchicago.org//open%20data/data%20portal/2015/07/24/new-columns-in-chicago-early-learning-programs.html
41,65,http://dev.cityofchicago.org/open%20data/data%20portal/2015/06/04/docs/open311
42,65,http://dev.cityofchicago.org//open%20data/data%20portal/2015/06/04/beach-water-sensors-dataset-cleanup.html
43,65,http://dev.cityofchicago.org/open%20data/data%20portal/2015/05/30/docs/open311
44,65,http://dev.cityofchicago.org//open%20data/data%20portal/2015/05/30/dataset-updates-are-working-inconsistently.html
45,65,http://dev.cityofchicago.org/open%20data/data%20portal/2015/05/15/docs/open311
46,65,http://dev.cityofchicago.org//open%20data/data%20portal/2015/05/15/effects-of-new-ward-map-on-datasets.html
47,65,http://dev.cityofchicago.org/open%20data/data%20portal/2015/05/14/docs/open311
48,65,http://dev.cityofchicago.org//open%20data/data%20portal/2015/05/14/street-sweeping-schedule-2015-part-2.html
49,65,http://dev.cityofchicago.org/blog/page6/docs/open311
50,79,http://dev.cityofchicago.org/open%20data/data%20portal/2015/04/23/docs/open311
51,79,http://dev.cityofchicago.org//open%20data/data%20portal/2015/04/23/updated-street-sweeping-schedule-aprilmay-2015.html
52,79,http://dev.cityofchicago.org/open%20data/data%20portal/2015/04/01/docs/open311
53,79,http://dev.cityofchicago.org//open%20data/data%20portal/2015/04/01/updating-old-ward-map-deprecating-old-download.html
54,79,http://dev.cityofchicago.org/open%20data/data%20portal/2015/03/27/docs/open311
55,79,http://dev.cityofchicago.org//open%20data/data%20portal/2015/03/27/street-sweeping-schedule-2015.html
56,79,http://dev.cityofchicago.org/open%20data/data%20portal/2015/03/08/docs/open311
57,79,http://dev.cityofchicago.org//open%20data/data%20portal/2015/03/08/modified-building-violations-update-process.html
58,79,http://dev.cityofchicago.org/open%20data/data%20portal/2015/03/01/docs/open311
59,79,http://dev.cityofchicago.org//open%20data/data%20portal/2015/03/01/dataset-updates-are-working-inconsistently.html
60,79,http://dev.cityofchicago.org/open%20data/data%20portal/2015/02/27/docs/open311
61,79,http://dev.cityofchicago.org//open%20data/data%20portal/2015/02/27/dataset-updates-are-failing-2272015.html
62,79,http://dev.cityofchicago.org/open%20data/data%20portal/2015/02/26/docs/open311
63,79,http://dev.cityofchicago.org//open%20data/data%20portal/2015/02/26/removing-bike-route-map-datasets-in-outdated.html
64,79,http://dev.cityofchicago.org/open%20data/data%20portal/2015/02/12/docs/open311
65,79,http://dev.cityofchicago.org//open%20data/data%20portal/2015/02/12/added-four-years-of-records-to-business-licenses.html
66,79,http://dev.cityofchicago.org/open%20data/data%20portal/2014/12/03/docs/open311
67,79,http://dev.cityofchicago.org//open%20data/data%20portal/2014/12/03/column-type-change-in-relocated-vehicles.html
68,79,http://dev.cityofchicago.org/open%20data/data%20portal/2014/10/31/docs/open311
69,79,http://dev.cityofchicago.org//open%20data/data%20portal/2014/10/31/dataset-updates-are-failing-10312014.html
70,79,http://dev.cityofchicago.org/blog/page7/docs/open311
71,92,http://dev.cityofchicago.org/open%20data/data%20portal/2014/10/22/docs/open311
72,92,http://dev.cityofchicago.org//open%20data/data%20portal/2014/10/22/socratas-api-changelog.html
73,92,http://dev.cityofchicago.org/open%20data/data%20portal/2014/10/08/docs/open311
74,92,http://dev.cityofchicago.org//open%20data/data%20portal/2014/10/08/how-to-load-a-dataset-from-the-4x4.html
75,92,http://dev.cityofchicago.org//open%20data/data%20portal/2014/10/08/dataset-updates-are-failing-1082014.html
76,92,http://dev.cityofchicago.org/open%20data/data%20portal/2014/10/02/docs/open311
77,92,http://dev.cityofchicago.org//open%20data/data%20portal/2014/10/02/updated-zoning-map-and-format.html
78,92,http://dev.cityofchicago.org/open%20data/data%20portal/2014/09/26/docs/open311
79,92,http://dev.cityofchicago.org//open%20data/data%20portal/2014/09/26/removing-a-column-from-cta-system-information.html
80,92,http://dev.cityofchicago.org/open%20data/data%20portal/2014/08/15/docs/open311
81,92,http://dev.cityofchicago.org//open%20data/data%20portal/2014/08/15/deprecated-cta-list-of-fare-media-sales-outlets.html
82,92,http://dev.cityofchicago.org//open%20data/data%20portal/2014/08/15/deprecating-permit-right-of-way-parade-dataset.html
83,92,http://dev.cityofchicago.org/open%20data/data%20portal/2014/08/11/docs/open311
84,92,http://dev.cityofchicago.org//open%20data/data%20portal/2014/08/11/deprecating-several-attachment-datasets-on-august.html
85,92,http://dev.cityofchicago.org/open%20data/data%20portal/2014/07/21/docs/open311
86,92,http://dev.cityofchicago.org//open%20data/data%20portal/2014/07/21/new-data-in-public-chauffeurs.html
87,92,http://dev.cityofchicago.org/open%20data/data%20portal/2014/06/04/docs/open311
88,92,http://dev.cityofchicago.org//open%20data/data%20portal/2014/06/04/public-right-of-way-use-permits-not-updating.html
89,92,http://dev.cityofchicago.org/blog/page8/docs/open311
90,96,http://www.cityofchicago.org/careers 
91,97,http://dev.cityofchicago.org/open%20data/data%20portal/2014/05/21/docs/open311
92,97,http://dev.cityofchicago.org//open%20data/data%20portal/2014/05/21/incorrect-data-type-for-iucr-dataset.html
93,97,http://dev.cityofchicago.org/open%20data/data%20portal/2014/05/16/docs/open311
94,97,http://dev.cityofchicago.org//open%20data/data%20portal/2014/05/16/deprecating-community-area-attachment-datasets-on.html
95,97,http://dev.cityofchicago.org//open%20data/data%20portal/2014/05/16/building-permits-not-updating.html
96,97,http://dev.cityofchicago.org//open%20data/data%20portal/2014/05/16/hello-world.html
97,97,http://m.cityofchicago.org/plowtracker/
98,98,http://www.cityofchicago.org/city/en/depts/cdph/iframe/scc_app.html
